RaceId,Season,StartDate,Location,DisciplineId,DisciplineLabel,GenderLabel,IsRelay,NrShootings,FullName,Shootings,RankInt,total_misses,total_penalties,total_spares,miss_1,miss_2,miss_3,miss_4,penalty_1,penalty_2,penalty_3,penalty_4
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Dominik WINDISCH,0+0 0+0,2,0,0,0,0,0,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Lukas HOFER,1+3 0+1,2,5,1,4,4,1,NA,NA,1,0,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Franziska PREUSS,0+1 0+1,3,2,0,2,1,1,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Maren HAMMERSCHMIDT,0+1 0+1,3,2,0,2,1,1,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Benedikt DOLL,0+3 0+1,3,4,0,4,3,1,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Arnd PEIFFER,0+1 0+1,3,2,0,2,1,1,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Paulina BATOVSKA FIALKOVA,0+2 0+1,4,3,0,3,2,1,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Anastasiya KUZMINA,0+0 0+0,4,0,0,0,0,0,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Tomas HASILLA,0+2 0+0,4,2,0,2,2,0,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Matej KAZAR,0+3 0+1,4,4,0,4,3,1,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Hanna OEBERG,0+0 0+2,5,2,0,2,0,2,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Anna MAGNUSSON,0+0 0+0,5,0,0,0,0,0,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Jesper NELIN,0+0 1+3,5,4,1,3,0,4,NA,NA,0,1,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Fredrik LINDSTROEM,0+0 0+0,5,0,0,0,0,0,NA,NA,0,0,NA,NA
BT1718SWRLCP01MXRL,1718,2017-11-26,Swedish National Biathlon Arena,RL,Relay,Mixed,TRUE,2,Olga PODCHUFAROVA,0+0 0+1,6,1,0,1,0,1,NA,NA,0,0,NA,NA
